RK,Name,POS,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG,Year
27,Brock OsweilerHOU,QB,15,301,510,59.0,2957,5.8,197.1,53,15,16,27,206,49.3,72.2,2016
28,Ryan FitzpatrickNYJ,QB,14,228,403,56.6,2710,6.7,193.6,57,12,17,19,81,39.2,69.6,2016
29,Colin KaepernickSF,QB,12,196,331,59.2,2241,6.8,186.8,65,16,4,36,207,49.2,90.7,2016
30,Case KeenumLAR,QB,10,196,322,60.9,2201,6.8,220.1,65,9,11,23,140,37.5,76.4,2016
31,Matt BarkleyCHI,QB,7,129,216,59.7,1611,7.5,230.1,37,8,14,6,43,33.6,68.3,2016
32,Brian HoyerCHI,QB,6,134,200,67.0,1445,7.2,240.8,64,6,0,4,18,55.1,98.0,2016
33,Cody KesslerCLE,QB,9,128,195,65.6,1380,7.1,153.3,44,6,2,21,140,43.4,92.3,2016
34,Josh McCownCLE,QB,5,90,165,54.5,1100,6.7,220.0,54,6,6,18,126,30.8,72.3,2016
35,Jared GoffLAR,QB,7,112,205,54.6,1089,5.3,155.6,66,5,7,26,222,18.3,63.6,2016
36,Jay CutlerCHI,QB,5,81,137,59.1,1059,7.7,211.8,54,4,5,17,104,28.1,78.1,2016
37,Blaine GabbertSF,QB,6,91,160,56.9,925,5.8,154.2,75,5,6,11,48,54.1,68.4,2016
38,Robert Griffin IIICLE,QB,5,87,147,59.2,886,6.0,177.2,58,2,3,22,138,39.1,72.5,2016
39,Bryce PettyNYJ,QB,6,75,133,56.4,809,6.1,134.8,52,3,7,13,79,15.9,60.0,2016
40,Matt MooreMIA,QB,4,55,87,63.2,721,8.3,180.3,66,8,3,1,0,79.1,105.6,2016
41,Landry JonesPIT,QB,8,53,86,61.6,558,6.5,69.8,51,4,2,4,34,40.8,86.3,2016
42,Jimmy GaroppoloNE,QB,6,43,63,68.3,502,8.0,83.7,37,4,0,3,15,87.5,113.3,2016
43,Paxton LynchDEN,QB,3,49,83,59.0,497,6.0,165.7,31,2,1,9,42,24.1,79.2,2016
44,Tom SavageHOU,QB,3,46,73,63.0,461,6.3,153.7,32,0,0,5,36,57.2,80.9,2016
45,Derek AndersonCAR,QB,5,36,53,67.9,453,8.5,90.6,48,2,5,0,0,14.4,67.6,2016
46,Nick FolesKC,QB,3,36,55,65.5,410,7.5,136.7,49,3,0,4,34,29.9,105.9,2016
47,Jacoby BrissettNE,QB,3,34,55,61.8,400,7.3,133.3,58,0,0,6,46,40.2,83.9,2016
48,Matt CasselTEN,QB,4,30,51,58.8,284,5.6,71.0,50,2,2,5,23,66.6,71.0,2016
49,Shaun HillMIN,QB,3,19,35,54.3,242,6.9,80.7,33,0,0,1,7,57.8,76.1,2016
50,Scott TolzienIND,QB,3,23,37,62.2,216,5.8,72.0,32,1,2,3,21,26.8,64.7,2016
1,Tom BradyNE,QB,16,385,581,66.3,4577,7.9,286.1,64,32,8,35,201,71.1,102.8,2017
2,Philip RiversLAC,QB,16,360,575,62.6,4515,7.9,282.2,75,28,10,18,120,61.3,96.0,2017
3,Matthew StaffordDET,QB,16,371,565,65.7,4446,7.9,277.9,71,29,10,47,287,65.3,99.3,2017
4,Drew BreesNO,QB,16,386,536,72.0,4334,8.1,270.9,54,23,8,20,145,63.1,103.9,2017
5,Ben RoethlisbergerPIT,QB,15,360,561,64.2,4251,7.6,283.4,97,28,14,21,139,67.2,93.4,2017
6,Matt RyanATL,QB,16,342,529,64.7,4095,7.7,255.9,88,20,12,24,156,66.7,91.4,2017
7,Kirk CousinsWSH,QB,16,347,540,64.3,4093,7.6,255.8,74,27,13,41,342,56.2,93.9,2017
8,Alex SmithKC,QB,15,341,505,67.5,4042,8.0,269.5,79,26,5,35,207,65.6,104.7,2017
9,Russell WilsonSEA,QB,16,339,553,61.3,3983,7.2,248.9,74,34,11,43,322,62.4,95.4,2017
10,Jared GoffLAR,QB,15,296,477,62.1,3804,8.0,253.6,94,28,7,25,172,56.3,100.5,2017
11,Blake BortlesJAX,QB,16,315,523,60.2,3687,7.1,230.4,75,21,13,24,123,59.3,84.7,2017
12,Case KeenumMIN,QB,15,325,481,67.6,3547,7.4,236.5,65,22,7,22,136,73.3,98.3,2017
13,Jameis WinstonTB,QB,13,282,442,63.8,3504,7.9,269.5,70,19,11,33,207,52.1,92.2,2017
14,Derek CarrOAK,QB,15,323,515,62.7,3496,6.8,233.1,87,22,13,20,101,50.4,86.4,2017
15,Eli ManningNYG,QB,15,352,571,61.6,3468,6.1,231.2,77,19,13,31,189,47.6,80.4,2017
16,Dak PrescottDAL,QB,16,308,490,62.9,3324,6.8,207.8,81,22,13,32,185,70.0,86.6,2017
17,Andy DaltonCIN,QB,16,297,496,59.9,3320,6.7,207.5,77,25,12,39,255,44.6,86.6,2017
18,Cam NewtonCAR,QB,16,291,492,59.1,3302,6.7,206.4,64,22,16,35,242,52.7,80.7,2017
19,Carson WentzPHI,QB,13,265,440,60.2,3296,7.5,253.5,72,33,7,28,162,78.6,101.9,2017
20,Marcus MariotaTEN,QB,15,281,453,62.0,3232,7.1,215.5,75,13,15,27,173,59.0,79.3,2017
21,Joe FlaccoBAL,QB,16,352,549,64.1,3141,5.7,196.3,66,18,13,27,205,47.1,80.4,2017
22,Jacoby BrissettIND,QB,16,276,469,58.8,3098,6.6,193.6,80,13,7,52,305,44.0,81.7,2017
23,Josh McCownNYJ,QB,13,267,397,67.3,2926,7.4,225.1,69,18,9,39,264,56.6,94.5,2017
24,DeShone KizerCLE,QB,15,255,476,53.6,2894,6.1,192.9,56,11,22,38,226,32.4,60.5,2017
25,Tyrod TaylorBUF,QB,15,263,420,62.6,2799,6.7,186.6,47,14,4,46,256,56.2,89.2,2017
26,Jay CutlerMIA,QB,14,266,429,62.0,2666,6.2,190.4,65,19,14,20,154,43.5,80.8,2017
27,Trevor SiemianDEN,QB,11,206,349,59.0,2285,6.5,207.7,44,12,14,33,220,31.4,73.3,2017
28,Mitch TrubiskyCHI,QB,12,196,330,59.4,2193,6.6,182.8,70,7,7,31,196,33.3,77.5,2017
29,Carson PalmerARI,QB,7,164,267,61.4,1978,7.4,282.6,46,9,7,22,150,50.1,84.4,2017
30,Brett HundleyGB,QB,11,192,316,60.8,1836,5.8,166.9,55,9,12,29,197,45.6,70.6,2017
31,Deshaun WatsonHOU,QB,7,126,204,61.8,1699,8.3,242.7,72,19,8,19,116,83.7,103.0,2017
32,Aaron RodgersGB,QB,7,154,238,64.7,1675,7.0,239.3,72,16,6,22,168,66.6,97.2,2017
33,Jimmy GaroppoloSF,QB,6,120,178,67.4,1560,8.8,260.0,61,7,5,8,57,83.0,96.2,2017
34,C.J. BeathardSF,QB,7,123,224,54.9,1430,6.4,204.3,83,4,6,19,141,36.2,69.2,2017
35,Tom SavageHOU,QB,8,125,223,56.1,1412,6.3,176.5,57,5,6,21,159,42.3,71.4,2017
36,Brian HoyerSF/NE,QB,11,123,211,58.3,1287,6.1,117.0,59,4,4,16,112,35.5,74.5,2017
37,Ryan FitzpatrickTB,QB,6,96,163,58.9,1103,6.8,183.8,41,7,3,7,34,59.1,86.0,2017
38,Brock OsweilerDEN,QB,6,96,172,55.8,1088,6.3,181.3,54,5,5,10,64,50.6,72.5,2017
39,Blaine GabbertARI,QB,5,95,171,55.6,1086,6.4,217.2,52,6,6,23,149,33.2,71.9,2017
40,Drew StantonARI,QB,5,79,159,49.7,894,5.6,178.8,52,6,5,7,40,39.5,66.4,2017
41,Matt MooreMIA,QB,4,78,127,61.4,861,6.8,215.3,61,4,5,12,95,41.5,75.6,2017
42,Mike GlennonCHI,QB,4,93,140,66.4,833,5.9,208.3,29,4,5,8,78,25.1,76.9,2017
43,Bryce PettyNYJ,QB,4,55,112,49.1,544,4.9,136.0,46,1,3,8,55,31.5,55.1,2017
44,Nick FolesPHI,QB,7,57,101,56.4,537,5.3,76.7,35,5,2,5,44,31.1,79.5,2017
45,T.J. YatesHOU,QB,4,47,97,48.5,523,5.4,130.8,40,4,3,13,75,30.9,65.8,2017
46,Kevin HoganCLE,QB,4,46,75,61.3,517,6.9,129.3,49,4,5,6,35,40.5,71.9,2017
47,Sam BradfordMIN,QB,2,32,43,74.4,382,8.9,191.0,44,3,0,5,40,75.1,124.4,2017
48,Paxton LynchDEN,QB,2,30,45,66.7,295,6.6,147.5,30,2,3,9,51,26.0,72.0,2017
49,Patrick MahomesKC,QB,1,22,35,62.9,284,8.1,284.0,51,0,1,2,15,66.8,76.4,2017
50,EJ ManuelOAK,QB,2,24,43,55.8,265,6.2,132.5,41,1,1,4,29,57.0,72.3,2017
1,Ben RoethlisbergerPIT,QB,16,452,675,67.0,5129,7.6,320.6,97,34,16,24,166,69.6,96.5,2018
2,Patrick MahomesKC,QB,16,383,580,66.0,5097,8.8,318.6,89,50,12,26,171,80.3,113.8,2018
3,Matt RyanATL,QB,16,422,608,69.4,4924,8.1,307.8,75,35,7,42,296,65.7,108.1,2018
4,Jared GoffLAR,QB,16,364,561,64.9,4688,8.4,293.0,70,32,12,33,223,63.6,101.1,2018
5,Andrew LuckIND,QB,16,430,639,67.3,4593,7.2,287.1,68,39,15,18,134,69.6,98.7,2018
6,Aaron RodgersGB,QB,16,372,597,62.3,4442,7.4,277.6,75,25,2,49,353,58.0,97.6,2018
7,Tom BradyNE,QB,16,375,570,65.8,4355,7.6,272.2,63,29,11,21,147,68.4,97.7,2018
8,Philip RiversLAC,QB,16,347,508,68.3,4308,8.5,269.3,75,32,12,32,204,67.8,105.5,2018
9,Eli ManningNYG,QB,16,380,576,66.0,4299,7.5,268.7,58,21,11,47,358,49.1,92.4,2018
10,Kirk CousinsMIN,QB,16,425,606,70.1,4298,7.1,268.6,75,30,10,40,262,59.5,99.7,2018
11,Deshaun WatsonHOU,QB,16,345,505,68.3,4165,8.2,260.3,73,26,9,62,384,61.8,103.1,2018
12,Derek CarrOAK,QB,16,381,553,68.9,4049,7.3,253.1,66,19,10,51,299,46.5,93.9,2018
13,Drew BreesNO,QB,15,364,489,74.4,3992,8.2,266.1,72,32,5,17,121,79.2,115.7,2018
14,Case KeenumDEN,QB,16,365,586,62.3,3890,6.6,243.1,64,18,15,34,235,44.5,81.2,2018
15,Dak PrescottDAL,QB,16,356,526,67.7,3885,7.4,242.8,90,22,8,56,347,55.2,96.9,2018
16,Matthew StaffordDET,QB,16,367,555,66.1,3777,6.8,236.1,67,21,11,40,255,51.3,89.9,2018
17,Baker MayfieldCLE,QB,14,310,486,63.8,3725,7.7,266.1,71,27,14,25,173,51.2,93.7,2018
18,Russell WilsonSEA,QB,16,280,427,65.6,3448,8.1,215.5,66,35,7,51,355,63.3,110.9,2018
19,Cam NewtonCAR,QB,14,320,471,67.9,3395,7.2,242.5,82,24,13,29,213,53.2,94.2,2018
20,Mitch TrubiskyCHI,QB,14,289,434,66.6,3223,7.4,230.2,70,24,12,24,143,71.0,95.4,2018
21,Carson WentzPHI,QB,11,279,401,69.6,3074,7.7,279.5,58,21,7,31,202,62.0,102.2,2018
22,Jameis WinstonTB,QB,11,244,378,64.6,2992,7.9,272.0,64,19,14,27,157,66.2,90.2,2018
23,Sam DarnoldNYJ,QB,13,239,414,57.7,2865,6.9,220.4,76,17,15,30,204,45.9,77.6,2018
24,Blake BortlesJAX,QB,13,243,403,60.3,2718,6.7,209.1,80,13,11,31,173,43.4,79.8,2018
25,Andy DaltonCIN,QB,11,226,365,61.9,2566,7.0,233.3,49,21,11,21,157,59.4,89.6,2018
26,Marcus MariotaTEN,QB,14,228,331,68.9,2528,7.6,180.6,61,11,8,42,243,53.2,92.3,2018
27,Joe FlaccoBAL,QB,9,232,379,61.2,2465,6.5,273.9,71,12,6,16,79,54.8,84.2,2018
28,Ryan FitzpatrickTB,QB,8,164,246,66.7,2366,9.6,295.8,75,17,12,14,76,61.0,100.4,2018
29,Josh RosenARI,QB,14,217,393,55.2,2278,5.8,162.7,75,11,14,45,320,24.1,66.7,2018
30,Nick MullensSF,QB,8,176,274,64.2,2277,8.3,284.6,85,13,10,17,127,51.7,90.8,2018
31,Alex SmithWSH,QB,10,205,328,62.5,2180,6.6,218.0,52,10,5,22,121,46.9,85.7,2018
32,Josh AllenBUF,QB,12,169,320,52.8,2074,6.5,172.8,75,10,12,28,213,49.8,67.9,2018
33,Ryan TannehillMIA,QB,11,176,274,64.2,1979,7.2,179.9,75,17,9,35,279,33.2,92.7,2018
34,Nick FolesPHI,QB,5,141,195,72.3,1413,7.2,282.6,83,7,4,9,47,65.4,96.0,2018
35,C.J. BeathardSF,QB,6,102,169,60.4,1252,7.4,208.7,82,8,7,18,156,41.5,81.8,2018
36,Brock OsweilerMIA,QB,7,113,178,63.5,1247,7.0,178.1,75,6,4,17,130,34.5,86.1,2018
37,Lamar JacksonBAL,QB,16,99,170,58.2,1201,7.1,75.1,74,6,3,16,71,42.6,84.5,2018
38,Jeff DriskelCIN,QB,9,105,176,59.7,1003,5.7,111.4,37,6,2,16,122,29.7,82.2,2018
39,Jimmy GaroppoloSF,QB,3,53,89,59.6,718,8.1,239.3,56,5,3,13,97,27.5,90.0,2018
40,Cody KesslerJAX,QB,5,85,131,64.9,709,5.4,141.8,35,2,2,22,149,25.9,77.4,2018
41,Blaine GabbertTEN,QB,8,61,101,60.4,626,6.2,78.3,35,4,4,5,37,27.0,74.9,2018
42,Josh JohnsonWSH,QB,4,52,91,57.1,590,6.5,147.5,79,3,4,9,67,47.4,69.4,2018
43,Josh McCownNYJ,QB,4,60,110,54.5,539,4.9,134.8,41,1,4,7,35,33.8,55.8,2018
44,Chase DanielCHI,QB,5,53,76,69.7,515,6.8,103.0,46,3,2,9,40,27.5,90.6,2018
45,Tyrod TaylorCLE,QB,4,42,85,49.4,473,5.6,118.3,47,2,2,13,81,27.0,64.5,2018
46,Derek AndersonBUF,QB,2,42,70,60.0,465,6.6,232.5,40,0,4,5,33,26.6,56.0,2018
47,Sam BradfordARI,QB,3,50,80,62.5,400,5.0,133.3,35,2,4,6,33,27.9,62.5,2018
48,Colt McCoyWSH,QB,3,34,54,63.0,372,6.9,124.0,53,3,3,6,36,38.8,78.6,2018
49,Taylor HeinickeCAR,QB,6,35,57,61.4,320,5.6,53.3,33,1,3,2,17,18.3,60.6,2018
50,Nathan PetermanBUF,QB,4,44,81,54.3,296,3.7,74.0,26,1,7,7,34,8.0,30.7,2018
1,Jameis WinstonTB,QB,16,380,626,60.7,5109,8.2,319.3,71,33,30,47,282,55.7,84.3,2019
2,Dak PrescottDAL,QB,16,388,596,65.1,4902,8.2,306.4,62,30,11,23,151,71.9,99.7,2019
3,Jared GoffLAR,QB,16,394,626,62.9,4638,7.4,289.9,66,22,16,22,170,50.6,86.5,2019
4,Philip RiversLAC,QB,16,390,591,66.0,4615,7.8,288.4,84,23,20,34,222,50.5,88.5,2019
5,Matt RyanATL,QB,15,408,616,66.2,4466,7.3,297.7,93,26,14,48,316,59.6,92.1,2019
6,Russell WilsonSEA,QB,16,341,516,66.1,4110,8.0,256.9,60,31,5,48,319,71.5,106.3,2019
7,Tom BradyNE,QB,16,373,613,60.8,4057,6.6,253.6,59,24,8,27,185,55.7,88.0,2019
8,Derek CarrOAK,QB,16,361,513,70.4,4054,7.9,253.4,75,21,8,29,184,64.1,100.8,2019
9,Carson WentzPHI,QB,16,388,607,63.9,4039,6.7,252.4,53,27,7,37,230,62.8,93.1,2019
10,Patrick MahomesKC,QB,14,319,484,65.9,4031,8.3,287.9,83,26,5,17,127,77.7,105.3,2019
11,Aaron RodgersGB,QB,16,353,569,62.0,4002,7.0,250.1,74,26,4,36,284,52.5,95.4,2019
12,Jimmy GaroppoloSF,QB,16,329,476,69.1,3978,8.4,248.6,75,27,13,36,237,60.8,102.0,2019
13,Deshaun WatsonHOU,QB,15,333,495,67.3,3852,7.8,256.8,54,26,12,44,257,70.5,98.0,2019
14,Baker MayfieldCLE,QB,16,317,534,59.4,3827,7.2,239.2,89,22,21,40,285,54.4,78.8,2019
15,Kyler MurrayARI,QB,16,349,542,64.4,3722,6.9,232.6,88,20,12,48,309,57.7,87.4,2019
16,Kirk CousinsMIN,QB,15,307,444,69.1,3603,8.1,240.2,66,26,6,28,206,60.4,107.4,2019
17,Ryan FitzpatrickMIA,QB,15,311,502,62.0,3529,7.0,235.3,51,20,13,40,209,68.3,85.5,2019
18,Andy DaltonCIN,QB,13,314,528,59.5,3494,6.6,268.8,66,16,14,37,249,42.1,78.3,2019
19,Kyle AllenCAR,QB,13,303,489,62.0,3322,6.8,255.5,52,17,16,46,397,38.3,80.0,2019
20,Gardner MinshewJAX,QB,14,285,470,60.6,3271,7.0,233.6,70,21,6,33,184,44.6,91.2,2019
21,Mitch TrubiskyCHI,QB,15,326,516,63.2,3138,6.1,209.2,53,17,10,38,234,41.5,83.0,2019
22,Lamar JacksonBAL,QB,15,265,401,66.1,3127,7.8,208.5,83,36,6,23,106,83.0,113.3,2019
23,Josh AllenBUF,QB,16,271,461,58.8,3089,6.7,193.1,53,20,9,38,237,49.4,85.3,2019
24,Daniel JonesNYG,QB,13,284,459,61.9,3027,6.6,232.8,75,24,12,38,295,55.7,87.7,2019
25,Sam DarnoldNYJ,QB,13,273,441,61.9,3024,6.9,232.6,92,19,13,33,212,45.6,84.3,2019
26,Drew BreesNO,QB,11,281,378,74.3,2979,7.9,270.8,61,27,4,12,89,73.3,116.3,2019
27,Jacoby BrissettIND,QB,15,272,447,60.8,2942,6.6,196.1,50,18,6,27,159,52.1,88.0,2019
28,Ryan TannehillTEN,QB,12,201,286,70.3,2742,9.6,228.5,91,22,6,31,212,64.2,117.5,2019
29,Matthew StaffordDET,QB,8,187,291,64.3,2499,8.6,312.4,66,19,5,18,137,71.3,106.0,2019
30,Joe FlaccoDEN,QB,8,171,262,65.3,1822,7.0,227.8,70,6,5,26,194,50.8,85.1,2019
31,Mason RudolphPIT,QB,10,176,283,62.2,1765,6.2,176.5,76,13,9,15,124,36.2,82.0,2019
32,Case KeenumWSH,QB,10,160,247,64.8,1707,6.9,170.7,69,11,5,15,145,45.6,91.3,2019
33,Teddy BridgewaterNO,QB,9,133,196,67.9,1384,7.1,153.8,45,9,2,12,89,50.9,99.1,2019
34,Dwayne HaskinsWSH,QB,9,119,203,58.6,1365,6.7,151.7,75,7,7,29,204,28.0,76.1,2019
35,Marcus MariotaTEN,QB,7,95,160,59.4,1203,7.5,171.9,75,7,2,25,162,35.5,92.3,2019
36,Devlin HodgesPIT,QB,8,100,160,62.5,1063,6.6,132.9,79,5,8,15,102,31.8,71.4,2019
37,Eli ManningNYG,QB,4,91,147,61.9,1042,7.1,260.5,55,6,5,5,44,36.2,82.6,2019
38,Drew LockDEN,QB,5,100,156,64.1,1020,6.5,204.0,48,7,3,5,26,50.2,89.7,2019
39,David BloughDET,QB,5,94,174,54.0,984,5.7,196.8,75,4,6,14,104,34.0,64.0,2019
40,Nick FolesJAX,QB,4,77,117,65.8,736,6.3,184.0,39,3,2,8,60,35.5,84.6,2019
41,Jeff DriskelDET,QB,3,62,105,59.0,685,6.5,228.3,47,4,4,11,46,49.9,75.3,2019
42,Matt MooreKC,QB,6,59,91,64.8,659,7.2,109.8,57,4,0,8,65,57.5,100.9,2019
43,Matt SchaubATL,QB,6,50,67,74.6,580,8.7,96.7,35,3,1,2,19,80.2,109.0,2019
44,Cam NewtonCAR,QB,2,50,89,56.2,572,6.4,286.0,44,0,1,6,43,22.5,71.0,2019
45,Josh RosenMIA,QB,6,58,109,53.2,567,5.2,94.5,40,1,5,16,93,19.7,52.0,2019
46,Brandon AllenDEN,QB,3,39,84,46.4,515,6.1,171.7,75,3,2,9,59,40.1,68.3,2019
47,Ryan FinleyCIN,QB,3,41,87,47.1,474,5.4,158.0,47,2,2,11,93,25.0,62.1,2019
48,Chase DanielCHI,QB,3,45,64,70.3,435,6.8,145.0,37,3,2,7,48,59.6,91.6,2019
49,Luke FalkNYJ,QB,3,47,73,64.4,416,5.7,138.7,36,0,3,16,96,9.6,62.4,2019
50,Brian HoyerIND,QB,4,35,65,53.8,372,5.7,93.0,23,4,4,5,47,17.4,65.7,2019
1,Deshaun WatsonHOU,QB,16,382,544,70.2,4823,8.9,301.4,77,33,7,49,293,63.7,112.4,2020
2,Patrick MahomesKC,QB,15,390,588,66.3,4740,8.1,316.0,75,38,6,22,147,78.1,108.2,2020
3,Tom BradyTB,QB,16,401,610,65.7,4633,7.6,289.6,50,40,12,21,143,66.0,102.2,2020
4,Matt RyanATL,QB,16,407,626,65.0,4581,7.3,286.3,63,26,11,41,257,59.8,93.3,2020
5,Josh AllenBUF,QB,16,396,572,69.2,4544,7.9,284.0,55,37,10,26,159,76.6,107.2,2020
6,Justin HerbertLAC,QB,15,396,595,66.6,4336,7.3,289.1,72,31,10,32,218,62.6,98.3,2020
7,Aaron RodgersGB,QB,16,372,526,70.7,4299,8.2,268.7,78,48,5,20,182,79.8,121.5,2020
8,Kirk CousinsMIN,QB,16,349,516,67.6,4265,8.3,266.6,71,35,13,39,256,55.8,105.0,2020
9,Russell WilsonSEA,QB,16,384,558,68.8,4212,7.5,263.3,62,40,13,47,301,67.1,105.1,2020
10,Philip RiversIND,QB,16,369,543,68.0,4169,7.7,260.6,55,24,11,19,118,55.0,97.0,2020
11,Derek CarrLV,QB,16,348,517,67.3,4103,7.9,256.4,85,27,9,26,150,64.3,101.4,2020
12,Matthew StaffordDET,QB,16,339,528,64.2,4084,7.7,255.3,73,26,10,38,254,61.3,96.3,2020
13,Kyler MurrayARI,QB,16,375,558,67.2,3971,7.1,248.2,80,26,12,27,176,61.9,94.3,2020
14,Jared GoffLAR,QB,15,370,552,67.0,3952,7.2,263.5,56,20,13,23,161,50.8,90.0,2020
15,Ryan TannehillTEN,QB,16,315,481,65.5,3819,7.9,238.7,75,33,7,24,173,72.6,106.5,2020
16,Ben RoethlisbergerPIT,QB,15,399,608,65.6,3803,6.3,253.5,84,33,10,13,118,52.5,94.1,2020
17,Teddy BridgewaterCAR,QB,15,340,492,69.1,3733,7.6,248.9,75,15,11,31,205,56.8,92.1,2020
18,Baker MayfieldCLE,QB,16,305,486,62.8,3563,7.3,222.7,75,26,8,26,162,65.5,95.9,2020
19,Daniel JonesNYG,QB,14,280,448,62.5,2943,6.6,210.2,53,11,10,45,286,54.0,80.4,2020
20,Drew BreesNO,QB,12,275,390,70.5,2942,7.5,245.2,52,24,6,13,89,68.3,106.4,2020
21,Drew LockDEN,QB,13,254,443,57.3,2933,6.6,225.6,92,16,15,19,123,41.2,75.4,2020
22,Lamar JacksonBAL,QB,15,242,376,64.4,2757,7.3,183.8,47,26,9,29,160,67.3,99.3,2020
23,Joe BurrowCIN,QB,10,264,404,65.3,2688,6.7,268.8,67,13,5,32,231,48.5,89.8,2020
24,Cam NewtonNE,QB,15,242,368,65.8,2657,7.2,177.1,50,8,10,31,195,39.4,82.9,2020
25,Carson WentzPHI,QB,12,251,437,57.4,2620,6.0,218.3,59,16,15,50,326,41.9,72.8,2020
26,Nick MullensSF,QB,10,211,326,64.7,2437,7.5,243.7,49,12,12,19,139,36.3,84.1,2020
27,Gardner MinshewJAX,QB,9,216,327,66.1,2259,6.9,251.0,51,16,5,27,147,44.0,95.9,2020
28,Sam DarnoldNYJ,QB,12,217,364,59.6,2208,6.1,184.0,69,9,11,35,234,32.9,72.7,2020
29,Andy DaltonDAL,QB,11,216,333,64.9,2169,6.5,197.2,69,14,8,24,183,46.1,87.3,2020
30,Ryan FitzpatrickMIA,QB,9,183,267,68.5,2091,7.8,232.3,70,13,8,14,65,70.9,95.6,2020
31,Mitch TrubiskyCHI,QB,10,199,297,67.0,2055,6.9,205.5,53,16,8,18,125,53.8,93.5,2020
32,Dak PrescottDAL,QB,5,151,222,68.0,1856,8.4,371.2,58,9,4,10,66,73.1,99.6,2020
33,Nick FolesCHI,QB,9,202,312,64.7,1852,5.9,205.8,50,10,8,18,145,36.0,80.8,2020
34,Tua TagovailoaMIA,QB,10,186,290,64.1,1814,6.3,181.4,35,11,5,20,136,44.8,87.1,2020
35,Alex SmithWSH,QB,8,168,252,66.7,1582,6.3,197.8,68,6,8,22,139,28.2,78.5,2020
36,Dwayne HaskinsWSH,QB,7,148,241,61.4,1439,6.0,205.6,50,5,7,20,141,24.8,73.0,2020
37,Jimmy GaroppoloSF,QB,6,94,140,67.1,1096,7.8,182.7,76,7,5,11,77,54.0,92.4,2020
38,Mike GlennonJAX,QB,5,111,179,62.0,1072,6.0,214.4,46,7,5,9,53,29.8,80.1,2020
39,Jalen HurtsPHI,QB,15,77,148,52.0,1061,7.2,70.7,81,6,4,13,59,33.8,77.6,2020
40,Taysom HillNO,TE,16,88,121,72.7,928,7.7,58.0,44,4,2,14,87,51.1,98.8,2020
41,Brandon AllenCIN,QB,5,90,142,63.4,925,6.5,185.0,72,5,4,7,51,37.5,82.0,2020
42,Joe FlaccoNYJ,QB,5,74,134,55.2,864,6.4,172.8,52,6,3,7,69,50.3,80.6,2020
43,C.J. BeathardSF,QB,6,66,104,63.5,787,7.6,131.2,49,6,0,9,71,46.0,105.7,2020
44,Jake LutonJAX,QB,3,60,110,54.5,624,5.7,208.0,73,2,6,7,52,32.8,54.5,2020
45,Kyle AllenWSH,QB,4,60,87,69.0,610,7.0,152.5,52,4,1,7,44,68.2,99.3,2020
46,Jeff DriskelDEN,QB,3,35,64,54.7,432,6.8,144.0,45,3,2,11,98,36.1,78.4,2020
47,Colt McCoyNYG,QB,4,40,66,60.6,375,5.7,93.8,35,1,1,5,24,29.7,75.0,2020
48,PJ WalkerCAR,QB,4,32,56,57.1,368,6.6,92.0,52,1,5,4,31,9.6,45.8,2020
49,Mason RudolphPIT,QB,5,25,43,58.1,324,7.5,64.8,47,2,1,1,8,72.7,87.7,2020
50,Brett RypienDEN,QB,3,27,40,67.5,295,7.4,98.3,48,2,4,1,0,50.3,66.1,2020
1,Tom BradyTB,QB,17,485,719,67.5,5316,7.4,312.7,62,43,12,22,144,73.1,102.1,2021
2,Justin HerbertLAC,QB,17,443,672,65.9,5014,7.5,294.9,72,38,15,31,214,70.9,97.7,2021
3,Matthew StaffordLAR,QB,17,404,601,67.2,4886,8.1,287.4,79,41,17,30,243,69.2,102.9,2021
4,Patrick MahomesKC,QB,17,436,658,66.3,4839,7.4,284.6,75,37,13,28,146,67.7,98.5,2021
5,Derek CarrLV,QB,17,428,626,68.4,4804,7.7,282.6,61,23,14,40,241,58.4,94.0,2021
6,Joe BurrowCIN,QB,16,366,520,70.4,4611,8.9,288.2,82,34,14,51,370,60.2,108.3,2021
7,Dak PrescottDAL,QB,16,410,596,68.8,4449,7.5,278.1,51,37,10,30,144,60.5,104.2,2021
8,Josh AllenBUF,QB,17,409,646,63.3,4407,6.8,259.2,61,36,15,26,164,66.3,92.2,2021
9,Kirk CousinsMIN,QB,16,372,561,66.3,4221,7.5,263.8,64,33,7,28,197,58.3,103.1,2021
10,Aaron RodgersGB,QB,16,366,531,68.9,4115,7.8,257.2,75,37,4,30,188,74.1,111.9,2021
11,Matt RyanATL,QB,17,375,560,67.0,3968,7.1,233.4,64,20,12,40,274,52.2,90.4,2021
12,Jimmy GaroppoloSF,QB,15,301,441,68.3,3810,8.6,254.0,83,20,12,29,201,59.2,98.7,2021
13,Mac JonesNE,QB,17,352,521,67.6,3801,7.3,223.6,75,22,13,28,241,56.9,92.5,2021
14,Kyler MurrayARI,QB,14,333,481,69.2,3787,7.9,270.5,77,24,10,31,286,63.2,100.6,2021
15,Ben RoethlisbergerPIT,QB,16,390,605,64.5,3740,6.2,233.8,59,22,10,38,239,41.3,86.8,2021
16,Ryan TannehillTEN,QB,17,357,531,67.2,3734,7.0,219.6,57,21,14,47,327,61.8,89.6,2021
