RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year
22,Ezekiel ElliottDAL,RB,15,231,876,3.8,27,5,12,58.4,0,0,52,2022
23,Jonathan TaylorIND,RB,11,192,861,4.5,66,5,4,78.3,3,3,39,2022
24,Jeff Wilson Jr.SF/MIA,RB,16,176,860,4.9,41,7,5,53.8,2,1,44,2022
25,Isiah PachecoKC,RB,17,170,830,4.9,31,3,5,48.8,3,2,37,2022
26,Devin SingletaryBUF,RB,16,177,819,4.6,33,5,5,51.2,3,3,42,2022
27,Joe MixonCIN,RB,14,210,814,3.9,40,4,7,58.1,0,0,47,2022
28,David MontgomeryCHI,RB,16,201,801,4.0,28,2,5,50.1,1,1,41,2022
29,Brian Robinson Jr.WSH,RB,12,205,797,3.9,24,2,2,66.4,2,0,49,2022
30,Cam AkersLAR,RB,15,188,786,4.2,42,3,7,52.4,2,2,39,2022
31,James ConnerARI,RB,13,183,782,4.3,23,3,7,60.2,3,1,48,2022
32,AJ DillonGB,RB,17,186,770,4.1,27,3,7,45.3,0,0,47,2022
33,Lamar JacksonBAL,QB,12,112,764,6.8,79,5,3,63.7,4,1,46,2022
34,Josh AllenBUF,QB,16,124,762,6.1,44,8,7,47.6,8,2,55,2022
35,Latavius MurrayNO/DEN,RB,13,171,760,4.4,52,5,6,58.5,1,0,44,2022
35,Jalen HurtsPHI,QB,15,165,760,4.6,42,7,13,50.7,5,0,67,2022
37,Khalil HerbertCHI,RB,13,129,731,5.7,63,4,4,56.2,0,0,26,2022
38,Daniel JonesNYG,QB,16,120,708,5.9,25,4,7,44.3,2,1,57,2022
39,Cordarrelle PattersonATL,RB,13,144,695,4.8,40,4,8,53.5,1,1,39,2022
40,Leonard FournetteTB,RB,16,189,668,3.5,23,1,3,41.8,0,0,39,2022
41,Taysom HillNO,TE,16,96,575,6.0,60,3,7,35.9,1,0,34,2022
42,Antonio GibsonWSH,RB,15,149,546,3.7,20,1,3,36.4,1,0,32,2022
43,D'Andre SwiftDET,RB,14,99,542,5.5,50,3,5,38.7,0,0,21,2022
44,J.K. DobbinsBAL,RB,8,92,520,5.7,44,4,2,65.0,0,0,26,2022
45,James CookBUF,RB,16,89,507,5.7,33,6,2,31.7,1,1,24,2022
46,Kenyan DrakeBAL,RB,12,109,482,4.4,40,5,4,40.2,1,0,21,2022
47,Rachaad WhiteTB,RB,17,129,481,3.7,35,2,1,28.3,1,1,27,2022
48,Kareem HuntCLE,RB,17,123,468,3.8,24,2,3,27.5,1,0,30,2022
49,Chuba HubbardCAR,RB,15,95,466,4.9,35,3,2,31.1,0,0,23,2022
50,Breece HallNYJ,RB,7,80,463,5.8,62,3,4,66.1,0,0,20,2022
